9.327445549711030903e-01,9.367014638838011553e-01,9.298152464485192059e-01,9.324482518730883296e-01,-6.293380646461125844e-04,-1.219654443342430613e-03,9.359941130737743364e-01,9.380407674240431870e-01
9.356094394658371893e-01,9.405823657760202794e-01,9.325300245165601964e-01,9.329471847538665097e-01,-7.151659058759649804e-04,-8.196495960842063938e-04,9.364536048666832757e-01,9.382483436053628001e-01
9.347052090109695399e-01,9.400132653114940950e-01,9.348413929383090348e-01,9.354210800753413046e-01,-6.800861079674777251e-04,-4.196631042756061858e-04,9.371492529651452852e-01,9.387059101313091070e-01
9.361281372089078623e-01,9.414022406946691568e-01,9.342506023887460209e-01,9.343897494965389683e-01,-6.635416459718723693e-04,-5.175436016593898186e-04,9.373118715900279341e-01,9.385427422120193874e-01
9.374103967825121453e-01,9.432050525711540567e-01,9.350567892786869617e-01,9.354721162961556757e-01,-6.795026726485439749e-04,-3.962496199797053715e-04,9.378262238222832003e-01,9.387619981144286196e-01
9.380352212932548950e-01,9.420083661323233049e-01,9.374782906208023459e-01,9.368537351796050183e-01,-7.019886217965925828e-04,-2.480227144629941699e-04,9.384469730174023194e-01,9.392214321296548096e-01
9.377466970588288486e-01,9.417980718928276040e-01,9.366333690689465641e-01,9.367332365093694602e-01,-7.184769061454792998e-04,-2.380273378041347112e-04,9.383641916850937736e-01,9.389985678581282968e-01
9.362431923024998603e-01,9.399492640951024880e-01,9.349869720268439988e-01,9.359204561987319870e-01,-7.006993399698338001e-04,-2.884513767871000624e-04,9.375284959330438816e-01,9.380333607716448974e-01
9.366628236207357183e-01,9.393114391941539409e-01,9.344499357019789842e-01,9.350244412574982844e-01,-7.202848401185360083e-04,-3.836337226986849449e-04,9.369111339664362159e-01,9.372698108750343593e-01
9.369343460430377135e-01,9.392477232729319336e-01,9.357180927230008827e-01,9.360104977694492234e-01,-7.523069689699064854e-04,-1.994139970705177938e-04,9.369478869786007635e-01,9.371275018614306784e-01
9.344621812458588916e-01,9.367725974794340882e-01,9.337935333781522962e-01,9.352714856936117371e-01,-6.636153247443329819e-04,-2.374312464455192626e-04,9.355583002241030233e-01,9.356771273904905817e-01
9.345480768069251987e-01,9.366755020233630269e-01,9.331919919836497712e-01,9.331195428097682765e-01,-7.539191997468208933e-04,-4.035105576628353883e-04,9.342543438726242933e-01,9.343029718040607445e-01
9.348425215979010439e-01,9.366295695010492528e-01,9.346161943569566422e-01,9.352933312223722373e-01,-7.369908732805216566e-04,-1.997475830844433963e-04,9.351373975111496595e-01,9.351227046408727706e-01
9.346530637883097015e-01,9.363029065317993727e-01,9.337121431579331610e-01,9.346402448929927997e-01,-7.108917635428279843e-04,-3.913483911569154731e-04,9.347373879834061094e-01,9.347985211628193625e-01
9.347480459789470064e-01,9.364474243849589818e-01,9.335304854985860823e-01,9.344723509234029724e-01,-7.396379910674705151e-04,-3.890748059665884401e-04,9.345883499289097118e-01,9.346551676213132875e-01
9.345808773234253186e-01,9.361888518628658229e-01,9.341729433441234853e-01,9.350576844534381760e-01,-7.497953156976784345e-04,-3.203195754437090752e-04,9.348604361817551833e-01,9.349939744899995464e-01
9.351233206141552623e-01,9.368980639551536260e-01,9.340298622460303513e-01,9.348875109504124481e-01,-8.075440026984342413e-04,-3.925702115743533237e-04,9.351641471194864774e-01,9.353525324317482070e-01
9.350996383879564000e-01,9.370176660301637872e-01,9.344313114441277213e-01,9.350662327038228305e-01,-8.106295188506543832e-04,-3.937489950624150866e-04,9.352368617352847524e-01,9.354737293207804338e-01
9.350924830629283591e-01,9.368730213791509609e-01,9.342728313416652774e-01,9.349606143212936260e-01,-7.941981856789058188e-04,-4.165641963042229497e-04,9.351321109021648592e-01,9.354364428399029041e-01
9.355516902939297053e-01,9.373103788742251918e-01,9.346541385155668902e-01,9.352995682791342968e-01,-8.205643567939436460e-04,-3.307501032773712906e-04,9.353806764934786688e-01,9.357660388716322331e-01
9.353568818209325730e-01,9.372699303590614761e-01,9.346610949446454431e-01,9.354390630613355073e-01,-7.968354409530057410e-04,-3.186687804478141009e-04,9.354063814425550571e-01,9.358599514257608387e-01
9.352839038377928071e-01,9.368951159050672439e-01,9.343333838947809333e-01,9.349316769107326452e-01,-7.455207865993316273e-04,-4.045118636284815851e-04,9.350393894787111249e-01,9.356132529266445452e-01
9.348731691847467218e-01,9.363853251363650765e-01,9.341320585132208976e-01,9.349446892474291282e-01,-6.254045657714780385e-04,-4.196091088688426929e-04,9.348286848715046116e-01,9.354727164452387722e-01
9.342981786633582919e-01,9.354844263895354395e-01,9.335439872950249685e-01,9.344781763977390021e-01,-4.487946143572605663e-04,-4.674725252708214940e-04,9.343862241901756960e-01,9.350982057137088299e-01
9.340432781244178972e-01,9.351796994488853487e-01,9.332521967153114550e-01,9.341816787501416863e-01,-3.105913910131219815e-04,-4.517799856520186342e-04,9.342514314892313987e-01,9.349735270650022523e-01
9.337466804037876100e-01,9.350222799141648666e-01,9.330809420794501374e-01,9.341579652703712044e-01,-1.799867020170228902e-04,-4.071662559080219167e-04,9.343107554726907127e-01,9.350161944471948594e-01
9.335477876965929678e-01,9.345801041006698284e-01,9.324413932860728949e-01,9.336590007294065519e-01,-5.063493891796457989e-05,-3.989967110156912426e-04,9.341928989143027939e-01,9.348860399400911181e-01
9.338789589346152553e-01,9.351232110052944968e-01,9.329128494568063035e-01,9.340231878559748235e-01,-5.599901201372748673e-06,-2.997372137808513724e-04,9.346237100620602423e-01,9.352791622596990928e-01
9.344236184764600495e-01,9.360844021313103891e-01,9.333490175600320793e-01,9.342101412579035813e-01,7.568074145724706112e-05,-1.814605243216442488e-04,9.351425891511109256e-01,9.357382797513185135e-01
9.348536978356660754e-01,9.361276084997808278e-01,9.340088032380016170e-01,9.353587411679074037e-01,1.428619067394558851e-04,7.893949761703950442e-05,9.360053827312511121e-01,9.365870694552320685e-01
9.360358145196083779e-01,9.379945166910470533e-01,9.346550871195322685e-01,9.354377333334978895e-01,1.388871206786786660e-04,1.785299906802406667e-04,9.366883999495634328e-01,9.372102727846010062e-01
9.375702201486246778e-01,9.398522637374213673e-01,9.365993141865938121e-01,9.371515625550399520e-01,9.874625827213183687e-05,4.330109653975158920e-04,9.380273682144392167e-01,9.384069852370757747e-01
